OBJECTID,DATE,Facility_Type,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_George_s,Queen_Anne_s,Somerset,St_Mary_s,Talbot,Washington,Wicomico,Worcester
768,04/28/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
769,05/05/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",127,347,1484,920,30,32,107,245,101,51,83,0,120,240,0,629,144,0,0,0,0,122,112,57
770,05/05/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",141,560,1610,945,64,51,84,413,164,62,58,0,265,197,0,674,151,0,0,0,0,84,167,62
771,05/05/2021 11:00:00 AM,Staff: State and Local Affected Facilities,339,416,246,575,0,0,121,34,0,0,28,30,0,22,0,27,25,0,0,0,0,230,0,0
772,05/05/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,96,202,6,0,0,54,172,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
773,05/05/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,476,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,05/05/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
775,05/05/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",127,347,1484,920,30,32,107,245,101,51,83,0,120,240,0,629,144,0,0,0,0,122,112,57
776,05/05/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",141,560,1610,945,64,51,84,413,164,62,58,0,265,197,0,674,151,0,0,0,0,84,167,62
777,05/05/2021 11:00:00 AM,Staff: State and Local Affected Facilities,339,416,246,575,0,0,121,34,0,0,28,30,0,22,0,27,25,0,0,0,0,230,0,0
778,05/05/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,96,202,6,0,0,54,172,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
779,05/05/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,476,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,05/05/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
781,05/13/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",127,244,1451,1034,31,90,103,245,91,83,48,213,167,275,0,456,144,0,0,0,0,67,142,57
782,05/13/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",141,375,1496,1185,64,87,115,413,156,89,20,134,255,241,0,481,151,0,0,0,0,108,215,63
783,05/13/2021 11:00:00 AM,Staff: State and Local Affected Facilities,187,510,91,579,0,0,126,0,0,0,28,0,0,1,0,30,26,0,0,0,0,71,15,0
784,05/13/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,83,6,0,0,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
785,05/13/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,357,589,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,05/13/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
787,05/19/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,48,907,866,32,61,103,0,31,32,0,0,178,232,0,365,144,0,0,0,0,113,142,31
788,05/19/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,53,963,948,64,37,115,0,46,27,0,0,279,302,0,431,151,0,0,0,0,185,215,36
789,05/19/2021 11:00:00 AM,Staff: State and Local Affected Facilities,188,248,91,368,0,0,91,34,0,35,0,15,16,0,0,21,26,0,0,0,0,161,43,0
790,05/19/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,84,6,0,0,54,174,0,18,0,0,28,0,0,0,0,0,0,0,0,0,22,0
791,05/19/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,454,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,05/19/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
793,05/19/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,48,907,866,32,61,103,0,0,32,0,0,178,232,0,365,144,0,0,0,0,113,142,31
794,05/19/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,53,963,948,64,37,115,0,0,27,0,0,279,302,0,431,151,0,0,0,0,185,215,36
795,05/19/2021 11:00:00 AM,Staff: State and Local Affected Facilities,188,248,91,368,0,0,91,34,0,35,0,15,16,0,0,21,26,0,0,0,0,161,43,0
796,05/19/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,84,6,0,0,54,174,0,18,0,0,28,0,0,0,0,0,0,0,0,0,22,0
797,05/19/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,454,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,05/19/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
799,05/26/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,129,349,617,80,38,14,79,0,0,0,118,134,108,0,86,204,54,0,0,0,196,0,45
800,05/26/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,156,376,605,138,26,16,137,0,0,0,91,173,163,0,61,203,55,0,0,0,279,0,73
801,05/26/2021 11:00:00 AM,Staff: State and Local Affected Facilities,190,203,92,667,0,0,93,34,0,35,0,15,16,0,0,21,26,0,0,0,0,234,85,54
802,05/26/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,85,6,0,0,54,174,0,18,0,0,28,0,0,0,0,0,0,0,0,0,32,38
803,05/26/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,359,489,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,05/26/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,06/02/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,82,376,492,49,39,84,143,0,0,23,118,18,153,0,102,145,54,0,0,0,150,113,46
806,06/02/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,52,357,456,74,26,94,225,0,0,33,91,26,220,0,103,152,55,0,0,0,202,167,73
807,06/02/2021 11:00:00 AM,Staff: State and Local Affected Facilities,168,236,90,105,0,0,93,34,0,0,0,15,16,23,0,21,26,0,0,0,0,162,86,54
808,06/02/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,88,6,0,0,54,174,0,0,0,0,40,56,0,0,0,0,0,0,0,0,32,39
809,06/02/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,359,337,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,06/02/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,06/09/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",58,2,179,300,49,0,0,245,0,0,0,0,4,153,0,223,0,0,0,0,0,68,113,1
812,06/09/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",42,7,271,244,74,0,0,413,0,0,0,0,2,225,0,252,0,0,0,0,0,108,167,0
813,06/09/2021 11:00:00 AM,Staff: State and Local Affected Facilities,168,217,90,257,0,0,0,35,0,0,0,0,16,23,0,0,26,0,0,0,0,22,71,54
814,06/09/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,177,0,0,0,0,43,56,0,0,0,0,0,0,0,0,32,39
815,06/09/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,06/09/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,06/09/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",58,2,179,300,49,0,0,245,0,0,0,0,4,153,0,223,0,0,0,0,0,68,113,1
818,06/09/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",42,7,271,244,74,0,0,413,0,0,0,0,2,225,0,252,0,0,0,0,0,108,167,0
819,06/09/2021 11:00:00 AM,Staff: State and Local Affected Facilities,168,217,90,257,0,0,0,35,0,0,0,0,16,23,0,0,26,0,0,0,0,22,71,54
820,06/09/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,177,0,0,0,0,43,56,0,0,0,0,0,0,0,0,32,39
821,06/09/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,06/09/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,06/16/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",128,2,197,58,0,0,0,166,0,0,0,89,0,61,0,188,0,0,0,0,0,0,0,1
824,06/16/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",168,7,299,25,0,0,0,275,0,0,0,39,0,133,0,211,0,0,0,0,0,0,0,0
825,06/16/2021 11:00:00 AM,Staff: State and Local Affected Facilities,298,291,177,177,0,0,0,0,0,0,0,0,0,23,0,0,26,0,0,0,0,22,71,0
826,06/16/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
827,06/16/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,06/16/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,06/16/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",128,2,197,58,0,0,0,166,0,0,0,89,0,61,0,188,0,0,0,0,0,0,0,1
830,06/16/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",168,7,299,25,0,0,0,275,0,0,0,39,0,133,0,211,0,0,0,0,0,0,0,0
831,06/16/2021 11:00:00 AM,Staff: State and Local Affected Facilities,298,291,177,177,0,0,0,0,0,0,0,0,0,23,0,0,26,0,0,0,0,22,71,0
832,06/16/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
833,06/16/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,06/16/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,06/23/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",128,2,240,64,0,0,0,101,0,0,65,0,0,61,36,70,0,0,0,0,0,0,0,7
836,06/23/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",168,5,258,72,0,0,0,188,0,0,47,0,0,134,73,31,0,0,0,0,0,0,0,2
837,06/23/2021 11:00:00 AM,Staff: State and Local Affected Facilities,298,276,175,175,0,0,0,0,0,0,0,0,0,23,0,0,26,0,0,0,0,185,29,0
838,06/23/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
839,06/23/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,06/23/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,06/23/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",128,2,240,64,0,0,0,101,0,0,65,0,0,61,36,70,0,0,0,0,0,0,0,7
842,06/23/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",168,5,258,72,0,0,0,188,0,0,47,0,0,134,73,31,0,0,0,0,0,0,0,2
843,06/23/2021 11:00:00 AM,Staff: State and Local Affected Facilities,298,276,175,175,0,0,0,0,0,0,0,0,0,23,0,0,26,0,0,0,0,185,29,0
844,06/23/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
845,06/23/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,06/23/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,06/30/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,2,12,81,0,0,0,101,0,0,65,0,62,95,0,34,0,0,0,0,0,0,0,7
848,06/30/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,5,32,98,0,0,0,188,0,0,47,0,44,178,0,17,0,0,0,0,0,0,0,2
849,06/30/2021 11:00:00 AM,Staff: State and Local Affected Facilities,299,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,0
850,06/30/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,06/30/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,06/30/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,06/30/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,2,12,81,0,0,0,101,0,0,65,0,62,95,0,34,0,0,0,0,0,0,0,7
854,06/30/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,5,32,98,0,0,0,188,0,0,47,0,44,178,0,17,0,0,0,0,0,0,0,2
855,06/30/2021 11:00:00 AM,Staff: State and Local Affected Facilities,299,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,0
856,06/30/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,06/30/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,06/30/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,07/07/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,36,45,17,0,0,0,79,0,0,0,0,108,35,37,0,0,0,0,0,0,0,0,0
860,07/07/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,29,130,26,0,0,0,138,0,0,0,0,150,44,74,0,0,0,0,0,0,0,0,0
861,07/07/2021 11:00:00 AM,Staff: State and Local Affected Facilities,168,91,97,94,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
862,07/07/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0
863,07/07/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,07/07/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,07/07/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,36,45,17,0,0,0,79,0,0,0,0,108,35,37,0,0,0,0,0,0,0,0,0
866,07/07/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,29,130,26,0,0,0,138,0,0,0,0,150,44,74,0,0,0,0,0,0,0,0,0
867,07/07/2021 11:00:00 AM,Staff: State and Local Affected Facilities,168,91,97,94,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
868,07/07/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0
869,07/07/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,07/07/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,07/14/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",63,36,144,36,33,0,0,182,27,0,100,0,108,0,37,295,0,0,0,0,0,0,0,0
872,07/14/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",48,29,250,29,64,0,0,326,9,0,128,0,150,0,75,312,0,0,0,0,0,0,0,0
873,07/14/2021 11:00:00 AM,Staff: State and Local Affected Facilities,169,91,98,178,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
874,07/14/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0
875,07/14/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,07/14/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,07/21/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",63,136,182,144,33,0,0,104,27,0,174,0,46,0,0,295,0,55,0,0,0,0,0,0
878,07/21/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",48,202,257,188,64,0,0,188,9,0,159,0,105,0,0,312,0,57,0,0,0,0,0,0
879,07/21/2021 11:00:00 AM,Staff: State and Local Affected Facilities,169,91,99,84,0,0,0,0,0,0,0,0,0,23,5,0,27,0,0,0,0,23,0,0
880,07/21/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,0,0,0,0,0,0,0,0
881,07/21/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,362,655,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0
882,07/21/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,07/28/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,136,186,329,34,0,0,105,27,0,74,4,115,55,0,468,0,55,0,0,0,83,0,8
884,07/28/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,202,233,496,64,0,0,188,9,0,31,0,192,30,0,484,0,56,0,0,0,94,0,2
885,07/28/2021 11:00:00 AM,Staff: State and Local Affected Facilities,170,91,99,141,0,0,0,0,0,0,0,20,0,0,5,0,27,0,0,0,0,0,0,55
886,07/28/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,39
887,07/28/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,345,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,07/28/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
889,08/04/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,119,118,463,34,40,66,105,114,85,0,0,69,191,0,430,0,0,0,0,0,85,116,8
890,08/04/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,160,194,575,64,31,125,188,165,89,0,0,88,138,0,387,0,0,0,0,0,94,167,2
891,08/04/2021 11:00:00 AM,Staff: State and Local Affected Facilities,303,91,260,142,0,0,0,0,0,1,0,20,0,0,0,0,28,0,0,0,0,164,64,55
892,08/04/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,48,39
893,08/04/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,349,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,08/04/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
895,08/11/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,175,541,639,0,50,68,0,57,86,1,91,121,178,0,603,116,58,0,0,30,165,182,0
896,08/11/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,234,636,764,0,45,126,0,58,91,0,39,122,130,0,593,170,56,0,0,38,169,241,0
897,08/11/2021 11:00:00 AM,Staff: State and Local Affected Facilities,313,223,260,444,0,0,13,35,0,3,0,20,0,0,0,0,30,0,0,0,0,350,65,0
898,08/11/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,260,0,0,0,25,179,0,2,0,0,0,0,0,0,0,0,0,0,0,0,50,0
899,08/11/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,544,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,08/11/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
901,08/11/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,175,541,639,0,50,68,0,57,86,1,91,121,178,0,603,113,58,0,0,30,165,182,0
902,08/11/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,234,636,764,0,45,126,0,58,91,0,39,122,130,0,593,173,56,0,0,38,169,241,0
903,08/11/2021 11:00:00 AM,Staff: State and Local Affected Facilities,313,223,260,444,0,0,13,35,0,3,0,20,0,0,0,0,30,0,0,0,0,350,65,0
904,08/11/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,260,0,0,0,25,179,0,2,0,0,0,0,0,0,0,0,0,0,0,0,50,0
905,08/11/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,544,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,08/11/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
907,08/18/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",165,190,798,682,0,51,71,186,112,35,104,92,52,144,9,918,355,57,0,0,32,398,197,60
908,08/18/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",163,328,771,695,0,48,129,326,172,27,79,39,34,89,0,1068,497,56,0,0,38,509,273,63
909,08/18/2021 11:00:00 AM,Staff: State and Local Affected Facilities,319,224,262,445,0,0,114,36,0,47,0,0,0,109,0,0,30,0,0,0,0,397,114,56
910,08/18/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,258,0,0,0,79,184,0,27,0,0,0,122,0,0,0,0,0,0,0,2,79,39
911,08/18/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,549,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,08/18/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,08/25/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",243,148,889,684,103,83,154,192,104,35,290,97,108,41,10,1010,501,0,0,0,64,503,197,105
914,08/25/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",265,340,886,729,140,101,243,326,165,27,292,44,93,23,0,1127,649,0,0,0,66,529,273,109
915,08/25/2021 11:00:00 AM,Staff: State and Local Affected Facilities,357,399,265,446,0,0,101,36,0,53,29,0,0,110,0,0,31,0,0,0,0,405,118,56
916,08/25/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,258,0,0,0,54,184,0,32,0,0,0,122,0,0,0,0,0,0,0,2,91,39
917,08/25/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,555,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,08/25/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
919,08/25/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",249,148,889,684,103,83,154,192,104,35,290,97,108,41,10,1010,501,0,0,0,64,503,197,105
920,08/25/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",281,340,886,729,140,101,243,326,165,27,292,44,93,23,0,1127,649,0,0,0,66,529,273,109
921,08/25/2021 11:00:00 AM,Staff: State and Local Affected Facilities,357,399,265,446,0,0,101,36,0,53,29,0,0,110,0,0,31,0,0,0,0,405,118,56
922,08/25/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,258,0,0,0,54,184,0,32,0,0,0,122,0,0,0,0,0,0,0,2,91,39
923,08/25/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,555,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,08/25/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
925,08/25/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",249,148,889,684,103,83,154,192,104,35,290,97,108,41,10,1010,501,0,0,0,64,503,197,105
926,08/25/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",281,340,886,729,140,101,243,326,165,27,292,44,93,23,0,1127,649,0,0,0,66,529,273,109
